loan #,Name,Loan Start Date,Original Principal,interest rate,Amount Due,Current Amt. Due,Original Interest,Active Interest,Next Cost,Next Interest ,Next Interest w/ Avg,Original interest w/ average
1,GUC-7034,11/26/23,11,381.00,5.5,10,173.71,138.97,625.955,559.55405,10,733.26,590.3295228,623.3940803,697.370775
2,KZT-6525,11/30/23,11,546.00,6.77,11,701.75,167.33,781.6642,792.208475,12,493.96,845.8409888,717.0247313,707.48115
3,TFF-8649,11/14/24,10,222.00,7.72,10,406.36,153.91,789.1384,803.370992,11,209.73,865.3912326,637.649709,626.35305
4,XLW-6396,11/29/23,11,532.00,7.92,11,480.87,171.01,913.3344,909.284904,12,390.15,981.3002684,703.4903093,706.6233
5,EAJ-8725,11/17/23,15,244.00,4.03,13,010.50,168.41,614.3332,524.32315,13,534.82,545.4533729,797.2183875,934.0761
6,YJR-2688,11/24/23,10,270.00,4.03,8,650.76,111.97,413.881,348.625628,8,999.39,362.6752408,530.075319,629.29425
7,BFY-7790,11/19/23,11,462.00,4.03,9,449.36,122.31,461.9186,380.809208,9,830.17,396.1558191,579.009534,702.33405
8,LVS-6380,11/23/23,11,062.00,9.02,0.00,0.00,997.7924,0,0.00,0,0,677.82405
